applicant_id,age,gender,race,annual_income,credit_score,debt_to_income,employment_years,loan_amount_requested,previous_defaults,zip_code_risk,ai_risk_score,loan_approved
A01493,44,Non-binary,White,62412.0,717.0,0.312,1.9,13363.0,0,Low,0.2808,1
A01494,66,Female,Other,61962.0,715.0,0.092,11.9,23876.0,0,Low,0.2934,1
A01495,51,Male,White,48624.0,668.0,0.132,3.7,16258.0,0,High,0.33,1
A01496,43,Female,Hispanic,83165.0,743.0,0.416,10.0,29770.0,2,High,0.6155,0
A01497,37,Female,Black,66769.0,760.0,0.279,3.6,9518.0,0,Low,0.3916,1
A01498,66,Male,White,64776.0,690.0,0.422,9.1,23242.0,0,High,0.4068,1
A01499,44,Female,Hispanic,15000.0,772.0,0.317,4.7,9729.0,0,High,0.4475,1
A01500,63,Female,White,44160.0,623.0,0.382,1.8,8929.0,0,Medium,0.3899,1
A01501,30,Male,Black,69197.0,681.0,0.615,10.6,13436.0,1,Low,0.5512,0
A01502,51,Female,White,62089.0,712.0,0.322,3.2,1000.0,0,High,0.3733,1
A01503,65,Male,Hispanic,54976.0,652.0,0.527,6.4,27865.0,0,Low,0.4062,1
A01504,40,Female,White,70144.0,650.0,0.367,0.8,9270.0,1,Medium,0.5192,0
A01505,36,Female,White,64215.0,596.0,0.177,0.5,13392.0,0,Medium,0.428,1
A01506,34,Male,Asian,73093.0,719.0,0.646,12.2,8327.0,0,Low,0.356,1
A01507,23,Female,White,62814.0,850.0,0.668,6.6,27499.0,1,Medium,0.4232,1
A01508,50,Female,White,72004.0,734.0,0.327,5.6,20671.0,0,Medium,0.2526,1
A01509,38,Female,Black,70746.0,665.0,0.373,4.3,23508.0,1,Medium,0.5164,0
A01510,26,Male,Black,52906.0,798.0,0.536,2.9,19698.0,0,Medium,0.3874,1
A01511,40,Male,White,54223.0,677.0,0.322,8.3,19683.0,0,Medium,0.3176,1
A01512,55,Female,Asian,56938.0,748.0,0.495,11.7,21322.0,0,High,0.4675,1
A01513,39,Male,Hispanic,23892.0,730.0,0.228,9.3,27492.0,1,Low,0.3701,1
A01514,46,Male,White,16379.0,546.0,0.625,8.4,6526.0,0,Medium,0.4734,1
A01515,55,Female,Black,67592.0,689.0,0.405,4.7,12293.0,2,Medium,0.6164,0
A01516,32,Male,White,68932.0,850.0,0.463,8.5,7486.0,0,Medium,0.1179,1
A01517,28,Male,White,54360.0,631.0,0.553,13.8,23999.0,1,Low,0.4502,1
A01518,57,Male,Asian,63889.0,823.0,0.473,4.9,22413.0,1,Medium,0.3588,1
A01519,69,Male,Black,71409.0,771.0,0.342,7.4,25181.0,0,Medium,0.4014,1
A01520,30,Male,Asian,65891.0,640.0,0.608,11.4,1000.0,0,Medium,0.2813,1
A01521,41,Male,White,69013.0,689.0,0.475,13.8,13673.0,1,Medium,0.41,1
A01522,69,Male,White,22598.0,594.0,0.325,6.6,1000.0,0,Low,0.3626,1
A01523,61,Female,White,96146.0,766.0,0.125,9.4,37512.0,0,Low,0.3444,1
A01524,65,Male,White,63084.0,595.0,0.348,5.0,19270.0,0,Medium,0.3678,1
A01525,62,Female,Hispanic,78391.0,725.0,0.271,7.3,9825.0,0,Low,0.3865,1
A01526,49,Male,Black,69614.0,850.0,0.354,5.0,16777.0,0,Medium,0.2528,1
A01527,51,Female,Black,29229.0,631.0,0.254,10.7,17819.0,0,Medium,0.5126,0
A01528,60,Non-binary,Black,37841.0,720.0,0.408,12.7,37770.0,0,Medium,0.3747,1
A01529,27,Female,Hispanic,41878.0,554.0,0.283,1.2,16076.0,0,Medium,0.4496,1
A01530,54,Female,Asian,83722.0,693.0,0.564,5.6,19856.0,1,Medium,0.4522,1
A01531,54,Male,White,30937.0,598.0,0.442,3.8,12069.0,0,Low,0.4411,1
A01532,50,Male,Hispanic,23675.0,711.0,0.28,4.7,39095.0,0,Low,0.3929,1
A01533,24,Female,Black,65731.0,641.0,0.351,5.0,33724.0,0,Medium,0.5418,0
A01534,61,Female,Hispanic,98819.0,600.0,0.426,2.5,1000.0,0,High,0.5969,0
A01535,50,Female,Asian,33959.0,677.0,0.125,7.1,26537.0,1,Medium,0.4532,1
A01536,45,Female,White,90838.0,450.0,0.42,1.3,22480.0,0,Medium,0.6015,0
A01537,34,Male,Black,73659.0,594.0,0.094,9.5,10241.0,2,Medium,0.4836,1
A01538,44,Female,Other,44461.0,850.0,0.58,7.2,8067.0,0,Medium,0.2545,1
A01539,63,Male,Black,21934.0,668.0,0.294,1.8,1000.0,0,Low,0.3402,1
A01540,51,Female,Asian,46568.0,646.0,0.507,1.5,24427.0,1,Medium,0.5357,0
A01541,59,Male,White,35224.0,723.0,0.178,9.1,4406.0,0,Low,0.3062,1
A01542,48,Non-binary,Black,85008.0,784.0,0.436,3.2,21099.0,0,Medium,0.3627,1
A01543,45,Female,Asian,54164.0,838.0,0.174,12.2,7116.0,0,Medium,0.255,1
A01544,39,Male,White,67032.0,685.0,0.306,0.0,6047.0,0,Low,0.2635,1
A01545,24,Female,Black,67193.0,672.0,0.495,1.8,18503.0,0,Medium,0.4799,1
A01546,54,Female,White,39003.0,725.0,0.443,4.5,30506.0,0,Medium,0.3559,1
A01547,52,Male,White,56806.0,696.0,0.435,5.9,10325.0,0,Medium,0.3425,1
A01548,45,Male,Black,80030.0,676.0,0.297,8.7,17408.0,1,Low,0.4688,1
A01549,42,Male,Asian,53100.0,745.0,0.193,5.2,19029.0,1,Medium,0.2737,1
A01550,48,Male,Asian,48357.0,743.0,0.467,4.7,17212.0,2,Medium,0.437,1
A01551,38,Female,Hispanic,72258.0,696.0,0.212,3.3,21098.0,0,Low,0.4497,1
A01552,27,Male,Hispanic,22495.0,850.0,0.257,2.8,18163.0,0,Low,0.31,1
A01553,31,Male,Hispanic,15000.0,850.0,0.564,3.1,1000.0,0,Medium,0.2656,1
A01554,62,Female,Hispanic,62201.0,741.0,0.437,5.7,31047.0,1,Low,0.4717,1
A01555,31,Non-binary,Hispanic,80609.0,795.0,0.145,0.0,21949.0,0,High,0.3604,1
A01556,29,Female,Black,100045.0,630.0,0.348,8.1,15868.0,0,Medium,0.4237,1
A01557,55,Female,Black,59907.0,693.0,0.326,6.3,8005.0,0,Low,0.4248,1
A01558,57,Male,White,75606.0,756.0,0.294,5.5,14349.0,0,Medium,0.2599,1
A01559,43,Male,Asian,87953.0,816.0,0.298,10.6,26740.0,1,High,0.4023,1
A01560,53,Male,White,55785.0,597.0,0.546,8.4,4691.0,1,Low,0.4521,1
A01561,21,Female,White,38969.0,631.0,0.649,6.5,9607.0,2,Medium,0.6302,0
A01562,40,Male,Black,36396.0,698.0,0.344,8.6,17146.0,0,Low,0.3539,1
A01563,25,Male,Other,47634.0,828.0,0.375,3.5,1927.0,0,Low,0.2053,1
A01564,49,Female,Hispanic,91235.0,698.0,0.145,8.4,8293.0,0,Low,0.3373,1
A01565,46,Male,White,78306.0,794.0,0.604,9.3,15242.0,0,Low,0.2265,1
A01566,58,Female,Hispanic,49535.0,676.0,0.251,0.0,1000.0,2,Medium,0.5498,0
A01567,23,Female,Asian,86140.0,756.0,0.287,13.1,15594.0,0,High,0.3748,1
A01568,41,Male,Black,66319.0,593.0,0.469,7.3,4852.0,1,Low,0.4791,1
A01569,33,Non-binary,Black,49572.0,623.0,0.392,8.4,29830.0,2,Low,0.6466,0
A01570,51,Male,Black,59426.0,668.0,0.432,10.3,12455.0,0,Medium,0.3971,1
A01571,37,Non-binary,White,65064.0,583.0,0.452,5.5,25384.0,0,Low,0.4375,1
A01572,55,Male,Asian,58418.0,578.0,0.349,4.3,21859.0,0,Low,0.4286,1
A01573,43,Female,Hispanic,98526.0,650.0,0.482,7.2,10110.0,0,High,0.4949,1
A01574,23,Female,Hispanic,51256.0,554.0,0.094,17.0,21519.0,0,Medium,0.4165,1
A01575,65,Female,Black,20440.0,674.0,0.595,5.6,35002.0,0,Medium,0.5193,0
A01576,22,Female,Other,62814.0,710.0,0.323,3.4,18496.0,0,Low,0.3379,1
A01577,23,Non-binary,White,47714.0,609.0,0.481,11.4,14450.0,0,Medium,0.4168,1
A01578,40,Female,White,21434.0,653.0,0.424,0.0,21806.0,1,Medium,0.4663,1
A01579,68,Female,White,71610.0,650.0,0.05,5.6,22842.0,0,High,0.3823,1
A01580,64,Female,Hispanic,15000.0,823.0,0.383,3.5,14304.0,0,Low,0.3762,1
A01581,29,Male,Hispanic,62212.0,694.0,0.05,8.5,1000.0,0,High,0.292,1
A01582,68,Female,Black,15000.0,850.0,0.424,6.5,9090.0,0,Low,0.3224,1
A01583,24,Female,Hispanic,55129.0,643.0,0.383,1.6,4956.0,2,High,0.6047,0
A01584,45,Female,White,68837.0,643.0,0.158,8.6,17765.0,2,Low,0.4769,1
A01585,21,Female,White,73303.0,784.0,0.378,2.7,29763.0,0,Medium,0.2924,1
A01586,59,Male,White,75212.0,453.0,0.279,5.8,22875.0,0,Low,0.4434,1
A01587,32,Male,Black,28634.0,750.0,0.325,4.3,13021.0,0,Medium,0.3582,1
A01588,60,Male,Hispanic,59744.0,672.0,0.05,9.3,20621.0,0,Low,0.3132,1
A01589,60,Female,Hispanic,37473.0,690.0,0.164,4.2,17802.0,1,Medium,0.5057,0
A01590,44,Male,White,36031.0,650.0,0.232,0.0,23205.0,1,Medium,0.471,1
A01591,29,Female,White,52245.0,733.0,0.179,1.5,23762.0,2,Medium,0.4727,1
A01592,66,Male,Asian,44478.0,514.0,0.271,6.3,31022.0,1,Low,0.5578,0
A01593,40,Male,White,29094.0,613.0,0.249,3.4,16607.0,0,High,0.4192,1
A01594,25,Male,White,63048.0,850.0,0.395,10.8,1000.0,0,Low,0.1497,1
A01595,40,Male,White,68713.0,686.0,0.05,1.9,4749.0,0,High,0.2743,1
A01596,41,Male,Black,33471.0,574.0,0.649,8.3,18174.0,0,High,0.6365,0
A01597,22,Female,White,50390.0,686.0,0.258,9.2,15311.0,0,Medium,0.3797,1
A01598,41,Male,White,50819.0,747.0,0.304,6.7,25221.0,0,Low,0.282,1
A01599,62,Male,Black,51223.0,689.0,0.439,7.6,28375.0,0,Low,0.4221,1
A01600,44,Non-binary,White,53582.0,670.0,0.611,5.5,18362.0,0,Medium,0.3843,1
A01601,29,Male,White,62215.0,627.0,0.262,7.1,5502.0,0,Low,0.2429,1
A01602,59,Female,Hispanic,84196.0,566.0,0.453,4.1,23620.0,1,Medium,0.6057,0
A01603,50,Non-binary,Asian,58254.0,512.0,0.249,6.9,20791.0,1,High,0.4687,1
A01604,38,Female,White,42249.0,605.0,0.491,4.8,24347.0,0,High,0.4785,1
A01605,64,Female,White,54699.0,798.0,0.455,4.8,10751.0,0,Medium,0.3097,1
A01606,63,Male,White,28424.0,642.0,0.19,3.3,47808.0,1,High,0.561,0
A01607,30,Male,Black,32571.0,665.0,0.437,5.1,1000.0,0,Low,0.3346,1
A01608,65,Male,Asian,65810.0,543.0,0.136,12.0,18935.0,0,High,0.4016,1
A01609,61,Male,White,15000.0,681.0,0.239,5.0,25146.0,0,Low,0.3246,1
A01610,68,Male,Black,49581.0,644.0,0.149,9.8,26267.0,1,Low,0.4496,1
A01611,41,Female,White,78201.0,650.0,0.35,8.1,18096.0,1,Low,0.4689,1
A01612,42,Male,White,65100.0,627.0,0.5,7.0,24211.0,1,Low,0.5081,0
A01613,37,Female,White,76514.0,628.0,0.164,7.1,27050.0,0,Medium,0.3811,1
A01614,25,Female,Asian,63398.0,658.0,0.41,6.1,19079.0,0,High,0.521,0
A01615,26,Male,Hispanic,104802.0,677.0,0.314,3.7,20286.0,0,Low,0.3837,1
A01616,30,Male,White,24227.0,477.0,0.196,12.9,24412.0,0,Medium,0.3672,1
A01617,63,Male,Asian,57890.0,529.0,0.287,10.2,18214.0,0,Low,0.4673,1
A01618,22,Female,White,73186.0,633.0,0.437,6.2,31339.0,0,Low,0.541,0
A01619,27,Male,White,44452.0,763.0,0.491,6.3,27975.0,0,Low,0.3485,1
A01620,66,Female,Asian,84468.0,553.0,0.396,8.3,14937.0,1,High,0.4885,1
A01621,24,Female,White,70114.0,732.0,0.344,1.8,10816.0,0,Medium,0.3558,1
A01622,57,Female,Asian,17705.0,829.0,0.353,2.9,25733.0,1,Medium,0.355,1
A01623,39,Male,Black,64053.0,656.0,0.24,0.0,18860.0,0,Medium,0.4863,1
A01624,48,Female,Other,70204.0,640.0,0.365,5.2,12071.0,0,Medium,0.3928,1
A01625,40,Male,Hispanic,95816.0,728.0,0.129,10.8,13203.0,0,Medium,0.247,1
A01626,50,Male,White,50515.0,690.0,0.332,4.9,24482.0,1,Medium,0.4282,1
A01627,62,Male,Asian,68974.0,624.0,0.605,14.8,13350.0,0,Medium,0.4174,1
A01628,58,Female,White,61441.0,705.0,0.284,4.3,32458.0,0,Medium,0.3458,1
A01629,22,Non-binary,Hispanic,40945.0,618.0,0.518,6.7,8022.0,0,Low,0.4638,1
A01630,23,Male,Black,46270.0,804.0,0.451,4.9,12990.0,0,Low,0.2638,1
A01631,67,Female,Hispanic,15000.0,661.0,0.566,0.0,8697.0,0,High,0.5463,0
A01632,62,Male,Hispanic,43181.0,718.0,0.05,4.9,5810.0,0,Low,0.2252,1
A01633,69,Female,Hispanic,94278.0,830.0,0.377,2.6,10038.0,0,Medium,0.3,1
A01634,59,Male,Asian,50688.0,664.0,0.438,6.9,12914.0,1,Medium,0.4683,1
A01635,45,Male,Asian,76114.0,612.0,0.47,11.1,13802.0,0,Medium,0.3518,1
A01636,22,Female,White,60695.0,628.0,0.53,4.6,1000.0,0,Low,0.387,1
A01637,59,Female,Asian,65611.0,680.0,0.454,7.5,6065.0,0,Medium,0.4097,1
A01638,35,Male,Hispanic,104858.0,667.0,0.385,5.1,19799.0,2,Medium,0.5782,0
A01639,23,Female,Asian,44787.0,664.0,0.206,9.6,10976.0,1,Medium,0.3222,1
A01640,25,Male,Other,44614.0,711.0,0.065,15.1,28413.0,0,Medium,0.2264,1
A01641,60,Male,White,82183.0,691.0,0.551,11.9,15584.0,0,Medium,0.3336,1
A01642,56,Male,White,52987.0,638.0,0.259,3.5,23924.0,0,High,0.4553,1
A01643,60,Female,Hispanic,48185.0,681.0,0.297,11.5,14280.0,1,Low,0.4399,1
A01644,58,Female,White,78844.0,618.0,0.486,7.2,27155.0,1,Low,0.6025,0
A01645,57,Male,Black,61464.0,636.0,0.347,10.9,1000.0,1,Medium,0.4595,1
A01646,47,Female,Asian,51218.0,470.0,0.176,1.9,19066.0,0,Low,0.43,1
A01647,25,Female,White,46458.0,605.0,0.094,5.6,33304.0,0,Medium,0.3842,1
A01648,37,Female,Asian,33923.0,753.0,0.296,6.7,3429.0,0,Medium,0.3273,1
A01649,58,Female,Other,16299.0,737.0,0.364,5.8,25523.0,0,Low,0.3417,1
A01650,65,Female,White,82787.0,746.0,0.469,7.2,21918.0,0,Low,0.3594,1
A01651,61,Male,Hispanic,44395.0,718.0,0.331,5.6,3725.0,0,Medium,0.3278,1
A01652,32,Male,White,15000.0,636.0,0.353,4.6,21481.0,0,Low,0.2767,1
A01653,62,Female,Hispanic,99582.0,566.0,0.152,4.2,21410.0,1,Medium,0.529,0
A01654,51,Non-binary,Black,57167.0,651.0,0.506,2.7,17088.0,1,Medium,0.5232,0
A01655,53,Male,Asian,55559.0,401.0,0.802,7.2,29414.0,0,Medium,0.6813,0
A01656,63,Female,White,15316.0,783.0,0.545,5.4,28030.0,1,Low,0.4953,1
A01657,49,Female,Hispanic,69527.0,698.0,0.532,3.8,26149.0,0,Low,0.4258,1
A01658,58,Male,Hispanic,41722.0,757.0,0.402,0.0,32018.0,0,Medium,0.3401,1
A01659,23,Female,White,41779.0,634.0,0.193,8.2,9882.0,0,Medium,0.3722,1
A01660,58,Male,Hispanic,65345.0,535.0,0.221,8.7,12768.0,1,Medium,0.5005,0
A01661,61,Female,Other,58019.0,697.0,0.449,2.2,11410.0,0,Medium,0.3944,1
A01662,60,Female,Black,30697.0,695.0,0.484,6.4,12890.0,0,Low,0.4011,1
A01663,50,Non-binary,Hispanic,19392.0,668.0,0.209,3.8,13081.0,0,Medium,0.3606,1
A01664,67,Female,Black,59134.0,706.0,0.418,8.9,16642.0,0,High,0.4544,1
A01665,42,Male,Black,56965.0,637.0,0.367,4.0,14147.0,1,Low,0.465,1
A01666,58,Male,White,120151.0,698.0,0.424,4.0,7124.0,2,Low,0.461,1
A01667,52,Female,Black,15000.0,722.0,0.404,6.5,25938.0,1,High,0.5661,0
A01668,63,Female,Black,58681.0,831.0,0.411,4.3,9243.0,1,Low,0.3759,1
A01669,30,Female,Hispanic,15000.0,749.0,0.058,4.0,33744.0,0,Medium,0.3437,1
A01670,52,Male,White,44631.0,568.0,0.624,3.5,26068.0,0,Low,0.4576,1
A01671,63,Female,White,44309.0,645.0,0.562,4.2,6218.0,1,High,0.5507,0
A01672,24,Male,Hispanic,68550.0,603.0,0.348,4.5,17801.0,0,Medium,0.421,1
A01673,49,Male,White,69249.0,803.0,0.173,6.1,3842.0,0,Low,0.2579,1
A01674,65,Male,White,89120.0,636.0,0.434,5.4,30742.0,1,Medium,0.4878,1
A01675,28,Female,White,61164.0,656.0,0.131,8.0,18051.0,0,Low,0.314,1
A01676,40,Female,Black,79631.0,670.0,0.602,1.4,17667.0,0,Low,0.5608,0
A01677,67,Non-binary,Other,89392.0,716.0,0.326,14.4,20210.0,0,High,0.2425,1
A01678,27,Female,Asian,61451.0,573.0,0.261,6.1,16275.0,1,Medium,0.516,0
A01679,21,Male,White,84363.0,679.0,0.438,9.9,11411.0,1,Medium,0.4015,1
A01680,45,Female,White,60325.0,764.0,0.28,7.9,17038.0,0,High,0.3649,1
A01681,46,Male,Asian,54827.0,650.0,0.308,6.5,30543.0,2,Medium,0.4927,1
A01682,29,Female,Asian,38893.0,845.0,0.231,7.8,12434.0,0,Low,0.2572,1
A01683,43,Male,White,64551.0,600.0,0.444,7.4,31939.0,0,Low,0.4347,1
A01684,60,Female,Hispanic,63573.0,635.0,0.396,5.3,13279.0,0,Medium,0.489,1
A01685,22,Female,White,63907.0,750.0,0.508,15.6,19797.0,0,Low,0.2793,1
A01686,46,Male,Black,83504.0,683.0,0.106,10.5,37611.0,0,Medium,0.41,1
A01687,34,Male,White,77678.0,659.0,0.167,0.0,23645.0,0,Medium,0.3281,1
A01688,64,Male,Other,18137.0,579.0,0.272,10.2,21540.0,0,Medium,0.3073,1
A01689,51,Non-binary,Hispanic,18613.0,628.0,0.517,6.3,24536.0,0,Medium,0.5324,0
A01690,46,Male,White,58085.0,845.0,0.136,12.5,27988.0,0,Medium,0.2035,1
A01691,69,Female,Hispanic,30595.0,709.0,0.223,4.7,9632.0,0,High,0.5057,0
A01692,39,Male,White,52604.0,732.0,0.563,0.0,22983.0,0,Medium,0.38,1
A01693,58,Male,White,32218.0,624.0,0.429,4.6,20580.0,0,Medium,0.4348,1
A01694,25,Female,White,57414.0,698.0,0.512,0.0,1000.0,0,Low,0.4406,1
A01695,26,Female,Black,29532.0,655.0,0.336,3.3,20479.0,0,Medium,0.4593,1
A01696,55,Female,White,65045.0,568.0,0.615,3.7,8099.0,0,Medium,0.4249,1
A01697,36,Female,Black,28255.0,614.0,0.132,7.5,19125.0,0,Medium,0.4515,1
A01698,51,Female,Black,58396.0,633.0,0.318,7.0,27843.0,0,Low,0.4903,1
A01699,38,Male,Black,15000.0,850.0,0.306,8.6,8659.0,1,Medium,0.3425,1
A01700,34,Male,White,26741.0,848.0,0.307,8.2,16812.0,0,Medium,0.2032,1
A01701,45,Male,White,72645.0,529.0,0.162,13.8,13742.0,0,High,0.3828,1
A01702,35,Male,White,87051.0,606.0,0.433,6.0,29411.0,0,Low,0.3927,1
A01703,46,Non-binary,White,77785.0,664.0,0.166,8.1,12501.0,1,Medium,0.3871,1
A01704,56,Female,Black,73946.0,682.0,0.15,9.5,20172.0,2,Low,0.4133,1
A01705,31,Male,Asian,92040.0,668.0,0.05,3.4,24314.0,0,Medium,0.2362,1
A01706,57,Female,White,79140.0,846.0,0.239,0.9,25597.0,0,Low,0.2098,1
A01707,61,Female,Hispanic,16729.0,637.0,0.372,7.5,8311.0,0,High,0.4074,1
A01708,57,Male,White,78833.0,843.0,0.393,4.4,15456.0,0,Low,0.2343,1
A01709,27,Female,White,78438.0,767.0,0.316,9.1,34014.0,0,Medium,0.3467,1
A01710,38,Male,Black,15000.0,674.0,0.25,8.9,17845.0,2,Medium,0.542,0
A01711,40,Female,Hispanic,38168.0,622.0,0.289,10.0,28304.0,1,Medium,0.4722,1
A01712,22,Male,Asian,94476.0,621.0,0.249,2.9,38580.0,0,Medium,0.3349,1
A01713,46,Female,Hispanic,51761.0,850.0,0.658,3.7,17324.0,0,Low,0.3922,1
A01714,43,Male,White,26481.0,745.0,0.166,6.4,26312.0,0,Low,0.2879,1
A01715,52,Non-binary,Hispanic,76590.0,707.0,0.234,5.3,27537.0,0,Low,0.3861,1
A01716,33,Male,Hispanic,48111.0,482.0,0.35,7.8,4415.0,1,Medium,0.4917,1
A01717,33,Male,Black,45342.0,635.0,0.186,11.4,22019.0,0,Medium,0.4114,1
A01718,37,Female,Other,76842.0,647.0,0.357,5.6,33033.0,0,High,0.4917,1
A01719,45,Female,White,65095.0,700.0,0.104,0.6,2220.0,0,Medium,0.2676,1
A01720,42,Female,Hispanic,52048.0,668.0,0.369,0.0,16860.0,0,High,0.4962,1
A01721,47,Female,White,63274.0,645.0,0.283,0.8,19145.0,0,Low,0.3733,1
A01722,37,Female,Hispanic,50628.0,709.0,0.238,0.7,17006.0,1,Low,0.4482,1
A01723,46,Male,Hispanic,77848.0,761.0,0.306,8.7,15991.0,0,Low,0.3482,1
A01724,58,Male,White,19569.0,626.0,0.269,5.8,6892.0,0,Low,0.3511,1
A01725,34,Male,Other,50187.0,591.0,0.29,6.3,21854.0,2,High,0.5479,0
A01726,34,Non-binary,White,44662.0,629.0,0.465,8.9,10544.0,1,Medium,0.4158,1
A01727,32,Male,White,62641.0,594.0,0.62,11.5,10796.0,0,Low,0.4237,1
A01728,25,Male,Asian,26833.0,656.0,0.05,5.2,1000.0,0,Medium,0.1783,1
A01729,57,Female,White,92496.0,850.0,0.315,9.0,3758.0,0,Medium,0.239,1
A01730,24,Male,White,36455.0,649.0,0.158,7.4,32780.0,0,Low,0.4131,1
A01731,49,Male,Hispanic,81469.0,581.0,0.299,0.0,18776.0,0,Medium,0.4788,1
A01732,45,Female,Hispanic,70129.0,640.0,0.41,0.1,25396.0,1,Low,0.5704,0
A01733,65,Male,Other,60368.0,821.0,0.708,4.6,9125.0,0,Medium,0.2434,1
A01734,24,Female,Hispanic,61161.0,655.0,0.302,6.8,1000.0,0,Low,0.3002,1
A01735,36,Male,Asian,15000.0,607.0,0.369,7.9,11431.0,0,Medium,0.34,1
A01736,22,Male,Asian,42396.0,524.0,0.213,5.2,1000.0,0,Medium,0.3956,1
A01737,43,Non-binary,Black,136273.0,650.0,0.205,0.0,10995.0,2,Medium,0.5524,0
A01738,24,Male,White,60327.0,550.0,0.198,4.5,29506.0,0,High,0.5224,0
A01739,40,Male,Hispanic,65269.0,699.0,0.242,0.0,17013.0,0,High,0.4512,1
A01740,37,Female,White,15000.0,642.0,0.279,5.2,32490.0,0,Low,0.3812,1
A01741,26,Male,White,48916.0,492.0,0.563,8.2,23702.0,0,Low,0.5442,0
A01742,38,Male,Hispanic,46083.0,830.0,0.298,7.7,28663.0,0,Low,0.3112,1
A01743,40,Male,Other,36486.0,850.0,0.433,4.0,15566.0,0,Low,0.1826,1
A01744,59,Female,White,69362.0,703.0,0.394,7.6,4082.0,0,Medium,0.2923,1
A01745,65,Male,White,44326.0,818.0,0.493,1.5,7842.0,0,Low,0.2565,1
A01746,61,Female,Black,36883.0,701.0,0.065,3.4,30254.0,0,Medium,0.4782,1
A01747,54,Male,White,18243.0,505.0,0.401,0.0,19787.0,0,Low,0.5165,0
A01748,60,Male,White,27354.0,657.0,0.384,3.9,4254.0,1,Low,0.3719,1
A01749,66,Female,Black,30418.0,623.0,0.335,2.9,24494.0,0,High,0.6896,0
A01750,44,Male,White,46440.0,545.0,0.511,4.4,2418.0,0,Low,0.4603,1
A01751,38,Male,White,42629.0,680.0,0.332,4.9,22609.0,0,Low,0.295,1
A01752,50,Female,Asian,39330.0,613.0,0.482,7.0,15413.0,0,Low,0.4192,1
A01753,21,Non-binary,Hispanic,15000.0,697.0,0.376,0.0,24893.0,0,Low,0.3985,1
A01754,43,Male,White,29859.0,746.0,0.387,2.6,15359.0,2,Medium,0.4258,1
A01755,49,Male,Black,58195.0,833.0,0.397,9.9,25252.0,0,Medium,0.3602,1
A01756,61,Male,White,91477.0,677.0,0.32,10.0,2691.0,2,Medium,0.424,1
A01757,61,Female,Other,95016.0,579.0,0.585,6.2,21342.0,1,Medium,0.6006,0
A01758,52,Female,White,104994.0,632.0,0.511,6.3,13560.0,1,Medium,0.4949,1
A01759,22,Female,Asian,61583.0,642.0,0.341,1.5,21735.0,0,Low,0.4094,1
A01760,68,Male,Asian,53613.0,850.0,0.376,4.5,14924.0,0,Low,0.2068,1
A01761,56,Male,Black,70854.0,670.0,0.422,9.3,9056.0,0,Low,0.3902,1
A01762,65,Male,White,46046.0,726.0,0.472,1.0,16951.0,0,Low,0.3189,1
A01763,37,Male,Asian,75069.0,778.0,0.592,6.6,30376.0,2,Medium,0.487,1
A01764,63,Female,White,50980.0,804.0,0.486,8.2,11962.0,0,Low,0.2751,1
A01765,22,Male,White,61921.0,699.0,0.324,6.2,19998.0,0,Low,0.2636,1
A01766,24,Female,White,36770.0,649.0,0.227,5.4,11265.0,1,Medium,0.4181,1
A01767,64,Female,Black,79114.0,636.0,0.499,5.4,1000.0,0,Medium,0.3997,1
A01768,54,Male,White,30373.0,565.0,0.393,8.0,18751.0,2,Medium,0.6094,0
A01769,21,Female,Other,39097.0,760.0,0.203,6.8,56914.0,0,Low,0.3807,1
A01770,43,Male,White,46597.0,850.0,0.478,8.0,4629.0,0,Medium,0.1957,1
A01771,26,Male,Hispanic,34088.0,802.0,0.577,4.5,27585.0,1,Low,0.3794,1
A01772,36,Male,White,69161.0,682.0,0.351,4.7,1000.0,0,High,0.3661,1
A01773,22,Male,White,58248.0,564.0,0.585,8.2,17448.0,0,Low,0.4498,1
A01774,66,Male,White,30597.0,630.0,0.465,2.4,4073.0,0,Medium,0.3954,1
A01775,32,Female,Other,41966.0,716.0,0.176,1.5,22325.0,0,High,0.3739,1
A01776,47,Female,White,58502.0,649.0,0.413,15.1,12477.0,0,Low,0.3568,1
A01777,39,Male,Hispanic,60206.0,669.0,0.084,7.7,12116.0,0,High,0.4526,1
A01778,48,Female,White,31128.0,715.0,0.403,5.0,6673.0,0,Low,0.3232,1
A01779,55,Female,Hispanic,55409.0,699.0,0.196,3.2,1000.0,0,Low,0.4026,1
A01780,63,Female,White,70580.0,850.0,0.379,2.3,15058.0,2,Low,0.432,1
A01781,24,Male,White,47417.0,850.0,0.452,5.8,10895.0,0,High,0.2862,1
A01782,69,Male,Hispanic,29357.0,652.0,0.262,5.6,13831.0,0,Low,0.3815,1
A01783,69,Female,White,88306.0,773.0,0.604,7.8,14579.0,0,Low,0.3267,1
A01784,27,Female,Black,70718.0,555.0,0.212,0.8,9596.0,1,High,0.6448,0
A01785,57,Male,White,44616.0,765.0,0.05,1.0,19189.0,0,Medium,0.2837,1
A01786,45,Female,Hispanic,57385.0,724.0,0.346,7.0,15818.0,1,Medium,0.4951,1
A01787,61,Male,White,46112.0,599.0,0.555,7.5,26255.0,0,Medium,0.4784,1
A01788,37,Female,White,30257.0,784.0,0.347,9.6,41793.0,1,Low,0.3818,1
A01789,61,Male,Hispanic,72073.0,588.0,0.261,12.6,20281.0,1,High,0.5313,0
A01790,34,Female,White,96649.0,668.0,0.103,4.9,29069.0,1,Medium,0.5185,0
